Name,Category,Tag,Price,Description,
Carrot,Vegetable,Orange,5000,Orange
Carrot,Vegetable,Chop,5000,Orange
Paprika,Vegetable,Chop,5000,Red
Broccoli,Vegetable,Chop,7000,Green
Bean,Vegetable,Chop,6000,Green
